run_name,evidence_id,true_class,predicted_class,split,image_path,source_batch,source_dataset,confidence_if_available,error_slice,review_action,notes
baseline_001,large_dr_b001_exudate_000380,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,val,train/14834_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.66758555,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000383,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,val,train/14927_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.39627063,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000384,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,val,train/15034_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.37273538,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000393,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,val,train/15276_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.43300888,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000394,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,val,train/15276_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.70911366,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000401,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/15711_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.65519285,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000402,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/15711_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.89822841,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000404,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/15914_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.48313972,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000414,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/16294_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.41987857,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000416,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/16429_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.50885689,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000420,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/16597_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.50074875,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000422,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/16607_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.49075985,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000423,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/16629_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.43663904,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000428,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/17222_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.54473794,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000430,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/17331_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.41441333,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000431,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/17332_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.70213020,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000442,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/17694_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.57464099,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000443,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/17694_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.64126492,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000450,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18020_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.43874192,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000452,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18233_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.92696679,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000454,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18325_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.45288810,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000455,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18372_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.78693467,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000456,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18416_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.58225930,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000462,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18495_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.66529185,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_exudate_000464,exudate_macular_pattern_dominant,mixed_hemorrhage_exudate_pattern,test,train/18570_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.58594126,exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern,,
baseline_001,large_dr_b001_mixed_000327,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/31034_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.45048687,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000329,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/31143_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.54354185,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000331,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/31196_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.46125719,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000334,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/31347_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.55198431,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000337,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/31805_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.70959270,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000339,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/31940_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.82696795,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000341,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/32391_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.63927633,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000344,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/32591_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.79010493,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000345,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/32668_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.55248207,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000349,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/32791_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.49779710,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000351,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/32822_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.40796232,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000364,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/34113_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.63451767,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000367,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/34274_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.88235229,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000370,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/34690_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.43174312,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000377,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/35547_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.65981209,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000379,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/35667_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.49729726,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000380,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/35855_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.52771026,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000390,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/36627_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.53225642,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000392,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/36788_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.70205462,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000394,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,val,train/36907_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.94744450,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000395,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,val,train/37383_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.57386410,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000397,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,test,train/37528_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.57040882,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000400,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,test,train/37612_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.75707418,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000405,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/37856_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.61716354,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000408,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/38283_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.54944569,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000415,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,test,train/39365_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.71434492,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000417,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,test,train/39860_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.50799251,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000418,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/39869_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.62152517,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000423,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40213_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.59381968,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000424,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40336_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.85062885,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000425,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40354_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.68161458,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000426,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40538_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.60573018,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000427,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40538_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.77112043,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000428,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/40700_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.91779280,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000434,mixed_hemorrhage_exudate_pattern,exudate_macular_pattern_dominant,test,train/41173_left.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.38604641,mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant,,
baseline_001,large_dr_b001_mixed_000435,mixed_hemorrhage_exudate_pattern,dr_pattern_dominant,test,train/41269_right.jpeg,large_dr_batch_001_moderate_full_review,Kaggle Diabetic Retinopathy Detection original 82GB train source,0.50128490,mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant,,
