row_id,source_dataset,source_class,id_code,relative_image_path,candidate_bucket,confidence,auto_quality_score,contact_sheet_file,tile_position,manual_bucket,reviewer_decision,notes
row_1393,kaggle_dr_224x224_2019,Proliferate_DR,b37aae3c8fe1,images/proliferate_dr/row_1393_proliferate_dr_b37aae3c8fe1.png,dr_pattern_dominant,medium,88.2,batch_008A_contact_sheets/batch_008A_page_004.jpg,r01c01,,,
row_1199,kaggle_dr_224x224_2019,Proliferate_DR,034cb07a550f,images/proliferate_dr/row_1199_proliferate_dr_034cb07a550f.png,dr_pattern_dominant,medium,88.0,batch_008A_contact_sheets/batch_008A_page_004.jpg,r01c02,,,
row_1422,kaggle_dr_224x224_2019,Proliferate_DR,c8d2d32f7f29,images/proliferate_dr/row_1422_proliferate_dr_c8d2d32f7f29.png,dr_pattern_dominant,medium,88.0,batch_008A_contact_sheets/batch_008A_page_004.jpg,r01c03,,,
row_1374,kaggle_dr_224x224_2019,Proliferate_DR,9a496b1e20f9,images/proliferate_dr/row_1374_proliferate_dr_9a496b1e20f9.png,dr_pattern_dominant,medium,87.9,batch_008A_contact_sheets/batch_008A_page_004.jpg,r01c04,,,
row_1417,kaggle_dr_224x224_2019,Proliferate_DR,c1896142a20a,images/proliferate_dr/row_1417_proliferate_dr_c1896142a20a.png,dr_pattern_dominant,medium,87.9,batch_008A_contact_sheets/batch_008A_page_004.jpg,r02c01,,,
row_1270,kaggle_dr_224x224_2019,Proliferate_DR,44ecf3f4efa5,images/proliferate_dr/row_1270_proliferate_dr_44ecf3f4efa5.png,dr_pattern_dominant,medium,87.8,batch_008A_contact_sheets/batch_008A_page_004.jpg,r02c02,,,
row_1341,kaggle_dr_224x224_2019,Proliferate_DR,7cc4b7aabe04,images/proliferate_dr/row_1341_proliferate_dr_7cc4b7aabe04.png,dr_pattern_dominant,medium,87.8,batch_008A_contact_sheets/batch_008A_page_004.jpg,r02c03,,,
row_1026,kaggle_dr_224x224_2019,Severe,25b0e72705a8,images/severe/row_1026_severe_25b0e72705a8.png,dr_pattern_dominant,medium,87.4,batch_008A_contact_sheets/batch_008A_page_004.jpg,r02c04,,,
row_1405,kaggle_dr_224x224_2019,Proliferate_DR,ba735b286d62,images/proliferate_dr/row_1405_proliferate_dr_ba735b286d62.png,dr_pattern_dominant,medium,87.1,batch_008A_contact_sheets/batch_008A_page_004.jpg,r03c01,,,
row_1466,kaggle_dr_224x224_2019,Proliferate_DR,ed3a0fc5b546,images/proliferate_dr/row_1466_proliferate_dr_ed3a0fc5b546.png,dr_pattern_dominant,medium,87.1,batch_008A_contact_sheets/batch_008A_page_004.jpg,r03c02,,,
row_1272,kaggle_dr_224x224_2019,Proliferate_DR,46cdc8b685bd,images/proliferate_dr/row_1272_proliferate_dr_46cdc8b685bd.png,dr_pattern_dominant,medium,86.9,batch_008A_contact_sheets/batch_008A_page_004.jpg,r03c03,,,
row_1359,kaggle_dr_224x224_2019,Proliferate_DR,8ae049175db6,images/proliferate_dr/row_1359_proliferate_dr_8ae049175db6.png,dr_pattern_dominant,medium,86.8,batch_008A_contact_sheets/batch_008A_page_004.jpg,r03c04,,,
row_1149,kaggle_dr_224x224_2019,Severe,c0a0828e01b4,images/severe/row_1149_severe_c0a0828e01b4.png,dr_pattern_dominant,medium,86.6,batch_008A_contact_sheets/batch_008A_page_004.jpg,r04c01,,,
row_1002,kaggle_dr_224x224_2019,Severe,042470a92154,images/severe/row_1002_severe_042470a92154.png,dr_pattern_dominant,medium,86.5,batch_008A_contact_sheets/batch_008A_page_004.jpg,r04c02,,,
row_1137,kaggle_dr_224x224_2019,Severe,b191ba0a2b12,images/severe/row_1137_severe_b191ba0a2b12.png,dr_pattern_dominant,medium,86.5,batch_008A_contact_sheets/batch_008A_page_004.jpg,r04c03,,,
row_1310,kaggle_dr_224x224_2019,Proliferate_DR,6630f8675a97,images/proliferate_dr/row_1310_proliferate_dr_6630f8675a97.png,dr_pattern_dominant,medium,86.5,batch_008A_contact_sheets/batch_008A_page_004.jpg,r04c04,,,
row_1353,kaggle_dr_224x224_2019,Proliferate_DR,873dcc0b468f,images/proliferate_dr/row_1353_proliferate_dr_873dcc0b468f.png,dr_pattern_dominant,medium,86.4,batch_008A_contact_sheets/batch_008A_page_005.jpg,r01c01,,,
row_1147,kaggle_dr_224x224_2019,Severe,bec0acd539b2,images/severe/row_1147_severe_bec0acd539b2.png,dr_pattern_dominant,medium,86.2,batch_008A_contact_sheets/batch_008A_page_005.jpg,r01c02,,,
row_1215,kaggle_dr_224x224_2019,Proliferate_DR,165cd2070ebd,images/proliferate_dr/row_1215_proliferate_dr_165cd2070ebd.png,dr_pattern_dominant,medium,86.1,batch_008A_contact_sheets/batch_008A_page_005.jpg,r01c03,,,
row_1062,kaggle_dr_224x224_2019,Severe,4fecf87184e6,images/severe/row_1062_severe_4fecf87184e6.png,dr_pattern_dominant,medium,86.0,batch_008A_contact_sheets/batch_008A_page_005.jpg,r01c04,,,
row_1118,kaggle_dr_224x224_2019,Severe,9bf060db8376,images/severe/row_1118_severe_9bf060db8376.png,dr_pattern_dominant,medium,86.0,batch_008A_contact_sheets/batch_008A_page_005.jpg,r02c01,,,
row_1168,kaggle_dr_224x224_2019,Severe,dd3dad6ca78f,images/severe/row_1168_severe_dd3dad6ca78f.png,dr_pattern_dominant,medium,85.9,batch_008A_contact_sheets/batch_008A_page_005.jpg,r02c02,,,
row_1371,kaggle_dr_224x224_2019,Proliferate_DR,95e732e043a1,images/proliferate_dr/row_1371_proliferate_dr_95e732e043a1.png,dr_pattern_dominant,medium,85.9,batch_008A_contact_sheets/batch_008A_page_005.jpg,r02c03,,,
row_1094,kaggle_dr_224x224_2019,Severe,7d3835e4e63a,images/severe/row_1094_severe_7d3835e4e63a.png,dr_pattern_dominant,medium,85.7,batch_008A_contact_sheets/batch_008A_page_005.jpg,r02c04,,,
row_1274,kaggle_dr_224x224_2019,Proliferate_DR,499c8df39222,images/proliferate_dr/row_1274_proliferate_dr_499c8df39222.png,dr_pattern_dominant,medium,85.7,batch_008A_contact_sheets/batch_008A_page_005.jpg,r03c01,,,
row_1331,kaggle_dr_224x224_2019,Proliferate_DR,753b14c27c83,images/proliferate_dr/row_1331_proliferate_dr_753b14c27c83.png,dr_pattern_dominant,medium,85.6,batch_008A_contact_sheets/batch_008A_page_005.jpg,r03c02,,,
row_1227,kaggle_dr_224x224_2019,Proliferate_DR,2017cd92c63d,images/proliferate_dr/row_1227_proliferate_dr_2017cd92c63d.png,dr_pattern_dominant,medium,85.5,batch_008A_contact_sheets/batch_008A_page_005.jpg,r03c03,,,
row_1367,kaggle_dr_224x224_2019,Proliferate_DR,8f318a978844,images/proliferate_dr/row_1367_proliferate_dr_8f318a978844.png,dr_pattern_dominant,medium,85.3,batch_008A_contact_sheets/batch_008A_page_005.jpg,r03c04,,,
row_1221,kaggle_dr_224x224_2019,Proliferate_DR,1b32e1d775ea,images/proliferate_dr/row_1221_proliferate_dr_1b32e1d775ea.png,dr_pattern_dominant,medium,85.2,batch_008A_contact_sheets/batch_008A_page_005.jpg,r04c01,,,
row_1271,kaggle_dr_224x224_2019,Proliferate_DR,4689b739d240,images/proliferate_dr/row_1271_proliferate_dr_4689b739d240.png,dr_pattern_dominant,medium,85.2,batch_008A_contact_sheets/batch_008A_page_005.jpg,r04c02,,,
row_1461,kaggle_dr_224x224_2019,Proliferate_DR,eaa0dfbd5024,images/proliferate_dr/row_1461_proliferate_dr_eaa0dfbd5024.png,dr_pattern_dominant,medium,85.1,batch_008A_contact_sheets/batch_008A_page_005.jpg,r04c03,,,
row_1250,kaggle_dr_224x224_2019,Proliferate_DR,312694ea8e6a,images/proliferate_dr/row_1250_proliferate_dr_312694ea8e6a.png,dr_pattern_dominant,medium,84.9,batch_008A_contact_sheets/batch_008A_page_005.jpg,r04c04,,,
row_1048,kaggle_dr_224x224_2019,Severe,405b4f78658f,images/severe/row_1048_severe_405b4f78658f.png,dr_pattern_dominant,medium,84.4,batch_008A_contact_sheets/batch_008A_page_006.jpg,r01c01,,,
row_1339,kaggle_dr_224x224_2019,Proliferate_DR,7c629b491d1a,images/proliferate_dr/row_1339_proliferate_dr_7c629b491d1a.png,dr_pattern_dominant,medium,84.4,batch_008A_contact_sheets/batch_008A_page_006.jpg,r01c02,,,
row_1007,kaggle_dr_224x224_2019,Severe,093a42649c29,images/severe/row_1007_severe_093a42649c29.png,dr_pattern_dominant,medium,84.1,batch_008A_contact_sheets/batch_008A_page_006.jpg,r01c03,,,
row_1011,kaggle_dr_224x224_2019,Severe,0edadb2aa127,images/severe/row_1011_severe_0edadb2aa127.png,dr_pattern_dominant,medium,84.0,batch_008A_contact_sheets/batch_008A_page_006.jpg,r01c04,,,
row_1335,kaggle_dr_224x224_2019,Proliferate_DR,79d44db3da2d,images/proliferate_dr/row_1335_proliferate_dr_79d44db3da2d.png,dr_pattern_dominant,medium,83.9,batch_008A_contact_sheets/batch_008A_page_006.jpg,r02c01,,,
row_1372,kaggle_dr_224x224_2019,Proliferate_DR,97da093947e8,images/proliferate_dr/row_1372_proliferate_dr_97da093947e8.png,dr_pattern_dominant,medium,83.6,batch_008A_contact_sheets/batch_008A_page_006.jpg,r02c02,,,
row_1337,kaggle_dr_224x224_2019,Proliferate_DR,7b211d8bd249,images/proliferate_dr/row_1337_proliferate_dr_7b211d8bd249.png,dr_pattern_dominant,medium,83.1,batch_008A_contact_sheets/batch_008A_page_006.jpg,r02c03,,,
row_1384,kaggle_dr_224x224_2019,Proliferate_DR,a3fcf42ff56d,images/proliferate_dr/row_1384_proliferate_dr_a3fcf42ff56d.png,dr_pattern_dominant,medium,83.0,batch_008A_contact_sheets/batch_008A_page_006.jpg,r02c04,,,
row_1235,kaggle_dr_224x224_2019,Proliferate_DR,247e98aba610,images/proliferate_dr/row_1235_proliferate_dr_247e98aba610.png,dr_pattern_dominant,medium,82.8,batch_008A_contact_sheets/batch_008A_page_006.jpg,r03c01,,,
row_1437,kaggle_dr_224x224_2019,Proliferate_DR,d51b3fe0fa1b,images/proliferate_dr/row_1437_proliferate_dr_d51b3fe0fa1b.png,dr_pattern_dominant,medium,82.8,batch_008A_contact_sheets/batch_008A_page_006.jpg,r03c02,,,
row_1444,kaggle_dr_224x224_2019,Proliferate_DR,df4913ca3712,images/proliferate_dr/row_1444_proliferate_dr_df4913ca3712.png,dr_pattern_dominant,medium,82.8,batch_008A_contact_sheets/batch_008A_page_006.jpg,r03c03,,,
row_1370,kaggle_dr_224x224_2019,Proliferate_DR,94ef1d14597f,images/proliferate_dr/row_1370_proliferate_dr_94ef1d14597f.png,dr_pattern_dominant,medium,82.3,batch_008A_contact_sheets/batch_008A_page_006.jpg,r03c04,,,
row_1192,kaggle_dr_224x224_2019,Severe,fe0fc67c7980,images/severe/row_1192_severe_fe0fc67c7980.png,dr_pattern_dominant,medium,82.1,batch_008A_contact_sheets/batch_008A_page_006.jpg,r04c01,,,
row_1229,kaggle_dr_224x224_2019,Proliferate_DR,211518c46162,images/proliferate_dr/row_1229_proliferate_dr_211518c46162.png,dr_pattern_dominant,medium,81.5,batch_008A_contact_sheets/batch_008A_page_006.jpg,r04c02,,,
row_1277,kaggle_dr_224x224_2019,Proliferate_DR,4a7dc013e802,images/proliferate_dr/row_1277_proliferate_dr_4a7dc013e802.png,dr_pattern_dominant,medium,81.2,batch_008A_contact_sheets/batch_008A_page_006.jpg,r04c03,,,
row_1400,kaggle_dr_224x224_2019,Proliferate_DR,b90bc89ce8d8,images/proliferate_dr/row_1400_proliferate_dr_b90bc89ce8d8.png,dr_pattern_dominant,medium,81.2,batch_008A_contact_sheets/batch_008A_page_006.jpg,r04c04,,,
row_1268,kaggle_dr_224x224_2019,Proliferate_DR,408ea9d5e082,images/proliferate_dr/row_1268_proliferate_dr_408ea9d5e082.png,dr_pattern_dominant,medium,80.8,batch_008A_contact_sheets/batch_008A_page_007.jpg,r01c01,,,
row_1222,kaggle_dr_224x224_2019,Proliferate_DR,1bf30c84bbad,images/proliferate_dr/row_1222_proliferate_dr_1bf30c84bbad.png,dr_pattern_dominant,medium,80.7,batch_008A_contact_sheets/batch_008A_page_007.jpg,r01c02,,,
row_1194,kaggle_dr_224x224_2019,Proliferate_DR,0083ee8054ee,images/proliferate_dr/row_1194_proliferate_dr_0083ee8054ee.png,dr_pattern_dominant,medium,80.4,batch_008A_contact_sheets/batch_008A_page_007.jpg,r01c03,,,
row_1035,kaggle_dr_224x224_2019,Severe,3218a6d8eb2c,images/severe/row_1035_severe_3218a6d8eb2c.png,dr_pattern_dominant,medium,79.4,batch_008A_contact_sheets/batch_008A_page_007.jpg,r01c04,,,
row_1349,kaggle_dr_224x224_2019,Proliferate_DR,84c663f39632,images/proliferate_dr/row_1349_proliferate_dr_84c663f39632.png,dr_pattern_dominant,medium,78.8,batch_008A_contact_sheets/batch_008A_page_007.jpg,r02c01,,,
row_1061,kaggle_dr_224x224_2019,Severe,4f0866b90c27,images/severe/row_1061_severe_4f0866b90c27.png,dr_pattern_dominant,medium,73.3,batch_008A_contact_sheets/batch_008A_page_007.jpg,r02c02,,,
row_1455,kaggle_dr_224x224_2019,Proliferate_DR,e4f12411fd85,images/proliferate_dr/row_1455_proliferate_dr_e4f12411fd85.png,dr_pattern_dominant,medium,67.2,batch_008A_contact_sheets/batch_008A_page_007.jpg,r02c03,,,
row_1039,kaggle_dr_224x224_2019,Severe,36865bbc64d6,images/severe/row_1039_severe_36865bbc64d6.png,dr_pattern_dominant,medium,67.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r02c04,,,
row_1483,kaggle_dr_224x224_2019,Proliferate_DR,fa59221cf464,images/proliferate_dr/row_1483_proliferate_dr_fa59221cf464.png,dr_pattern_dominant,medium,66.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r03c01,,,
row_0379,kaggle_dr_224x224_2019,Moderate,5905a9b06a73,images/moderate/row_0379_moderate_5905a9b06a73.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r03c02,,,
row_0466,kaggle_dr_224x224_2019,Moderate,73e83a07a16d,images/moderate/row_0466_moderate_73e83a07a16d.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r03c03,,,
row_0660,kaggle_dr_224x224_2019,Moderate,a47878630dc2,images/moderate/row_0660_moderate_a47878630dc2.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r03c04,,,
row_0700,kaggle_dr_224x224_2019,Moderate,ac720570dd0f,images/moderate/row_0700_moderate_ac720570dd0f.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r04c01,,,
row_0797,kaggle_dr_224x224_2019,Moderate,c7c0470bcf87,images/moderate/row_0797_moderate_c7c0470bcf87.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r04c02,,,
row_0859,kaggle_dr_224x224_2019,Moderate,d8404680bba6,images/moderate/row_0859_moderate_d8404680bba6.png,dr_pattern_dominant,low_medium,100.0,batch_008A_contact_sheets/batch_008A_page_007.jpg,r04c03,,,
row_0725,kaggle_dr_224x224_2019,Moderate,b3d12069e1c5,images/moderate/row_0725_moderate_b3d12069e1c5.png,dr_pattern_dominant,low_medium,99.8,batch_008A_contact_sheets/batch_008A_page_007.jpg,r04c04,,,
row_0787,kaggle_dr_224x224_2019,Moderate,c561bcd519e9,images/moderate/row_0787_moderate_c561bcd519e9.png,dr_pattern_dominant,low_medium,99.4,batch_008A_contact_sheets/batch_008A_page_008.jpg,r01c01,,,
row_0371,kaggle_dr_224x224_2019,Moderate,5723d0ec895e,images/moderate/row_0371_moderate_5723d0ec895e.png,dr_pattern_dominant,low_medium,99.0,batch_008A_contact_sheets/batch_008A_page_008.jpg,r01c02,,,
row_0441,kaggle_dr_224x224_2019,Moderate,6b7cf869622a,images/moderate/row_0441_moderate_6b7cf869622a.png,dr_pattern_dominant,low_medium,98.4,batch_008A_contact_sheets/batch_008A_page_008.jpg,r01c03,,,
